message,author
@MaryTrigiani I think its Obamas Bomb Bomb Bomb Bomb Bomb Iran quote.,masteradept
@Imarilove hehehe but I cant drive now Ive already started on my wine...,skmak
so how many hours/days do you think itll take the media to spin the debate in favor of obama and conclude he won #debate08,nfusa
#debate08 Is there a way to read Election 2008 on web w/o it scrolling in real time I cant read that fast and cant even scroll that fast.,orbitaldiamonds
Retweet @martinbowling Wow something ppl not picking up on McCain admits that we have tortured prisoners #current #tweetdebate,CarriBugbee
I thought perhaps Id get some greater insight after first #debate08 but exactly same place I was before wanting third candidate!,RyanAdams
You want to see who people will vote for in November on Twitter  Look at who they thought won the debate tonight.  #debate08,Sarah
@cadler hope so,RyuPlasticTree
Are you following the #debate08 thread,LarryTill
#debate08 This debate had nothing on my debate with Miss Royal. Now that was theater ! I have big hopes for Biden vsPalin though on tues.,mrRah
@Imarilove yes Im looking at my next college course I have to write an 8 page paper this time.. gah.,BethersJR
After 911 torture up to and including death is FINE BY ME! #current #debate08,Mom101
@mkantonelli what on ),aagha
I think Christiane Amanpour had a facelift! #debate08,deltax20a
Debate fact checks http//cli.gs/p6YhUy http//cli.gs/3ZZBPM http//cli.gs/MyJghq and http//cli.gs/VBaHjA #current #debate08 #tweetdebate,tylermenezes
#debate08 CNN just played the clip of Kissinger favoring highlevel talks with Iran without preconditions. #mccain #obama,vysa10
What do you think http//tinyurl.com/43n74w #debate08,bobrio69
@cristalbubblin did you not see the same LIVE show are you still living at the radio station  (,mlg8554
@seasonothebitch Laugh Out Loud,myentirename
#debate08... MSNBC says McCain. Fox News says Obama. What the hell,sairy
Barack Obama Your Reactions http//tinyurl.com/3pxkru #debate08 #current #tweetdebate,okgop4me
McCains new TV ad http//tinyurl.com/43n74w #debateok08 #debate08,wendywheeler
Barack Obama DEBATE REALITY CHECK WORKING ACROSS THE AISLE http//tinyurl.com/4ajcaz #debate08 #current #tweetdebate,caseyboyle5
John McCain Statement On Tonights Debate http//tinyurl.com/4qgj53 #debate08 #current #tweetdebate,gregmcneilly
@mkantonelli yea she was on cnn in the spin room and said that I had to rewind and listen again just 2 make sure,stealingsand
@gregmcneilly have a link for that statement #debate08,EndTheRoboCalls
@mparks I know! I want Palin to be interviewed by Keith Olbermann and Rachel Maddow! #mccain #debate08 #obama #palin,thepete
Highland brew oatmeal porter and bonnie blue garlic chive goat cheese and crackers perfect end to this #debate08.,GAPoneEnt
@KatieFavazza For what its worth... Drudge poll I think what youre looking for is not very much #debate08,panache
NewsHour Thanks for your #debate08 comments and critiques. For @newshour postdebate analysis tu.. http//tinyurl.com/3vfwtr,mabisa
NewsHour Don Gonyea and Scott Horsley from @nprpolitics reacting to #debate08 on the NewsHour http//tinyurl.com/3kssbf,israelpattison
heres a good site http//debatehub.cspan.org/ #debate08,ricklafave
Who do you think won the debate http//tinyurl.com/4tajbx  #tweetdebate  #current,taughnee
@macartisan i was being sarcastic,agenthandy
Henry Kissinger just issued a statement that he does in fact agree with McCain on the talking with foreign leaders bit #current #debate08,twHILLARY
@problogger debate caused slowness check out #current it was a current.tv and twitted and laughingsquid experiment ( and others),EndTheRoboCalls
Joe Biden on MSNBC live now. #current,MoofTheStoof
@msblog yay new friend. ) hi.,Dayngr
@DanaBelfry His riches are from his wifes BEER wealth. Even during a depression (especially!) people would still buy beer. #debate08,cheeky_geeky
RT @orbitaldiamonds   #debate08 CNN just played the clip of Kissinger favoring highlevel talks with Iran without preconditions. #mccain,dbrazeal
@domesticvanilla i was thinking the same thing....the panel of watchers on fox seemed evenly split too #debate08,tortillafactory
@tarheelcoxn but that started off as McCains question to answer and B.O. started in...,MNHeadhunter
Results are in. I won the #debate08.,BlondeBlogger
#debate08 mccain wants nuclear obama wants renewables  which has the better future,Bwana
And what does #current mean,fromtherooftops
@shannon_e We are! community.livejournal.com/biden_daily #debate08,fromtherooftops
@freeulysses use the #debate08 or it wont get on there friend,nabeel
#debate08 http//www.drudgereport.com/ poll McCain wins 7027,ARK2019
#debate08 Why are people saying that I looked like a little college student in a debate class,mkantonelli
#debate08 That CNN excitometer at the bottom of the screen distracted me. People like namedropping do not like negativity.,sairy
@DominickEvans Thanks!,zsazsa
CNN  Obama won debate 5138.  Also had him win on Iraq and the Economy. #tweetdebate,ChipperDave
talking about the #debate08 with @wbboyd who is stuck in an airport overnight,lildb
watching the debate on current TV in SF. lets go! #tweetdebate,naum
Thank God Lehrer is the moderator ... if it was Gibson and Stephanapolous I would need a Xanax. #current #tweetdebate #debate08,mediaphyter
perfect the debate will include the global financial crisis #tweetdebate,bluejack
@current I just warned my neighbor to watch out of my tv being thrown out the window in frustration #current,bluejack
Are we having fun yet #tweetdebate,gwfrink3
@current McCain been around a little while Thats like saying the pope is a little Catholic Sheesh. Hes older then dirt!,MaThurrell
McCain I hope so (answering are you going to vote for the plan) #tweetdebate,KennyL
Moderator is a firecracker. #Tweetdebate,CarriBugbee
McCain is advocating that Bush should resign!! #tweetdebate,PinkOliveFamily
Mccain saw this coming!!!!  Why didnt he stop it. #tweetdebate #current,danstuart
I like @jowyangs scoring method. It really makes you think about these comments. http//tinyurl.com/3jdy67 #tweetdebate,fritzpw
McCain 1 not clear where he says yes re his stand and yet he is going on and on about what unclear #tweetdebate,NMHull
McCain 1 for dodging package plan q #tweetdebate,starweaver
1 McCain for promising accountability +1 Obama for reminding that we need it not only in a crisis #tweetdebate,sheeri
CNNs audience reaction seems to flatline during McCains responses... foreshadowing #tweetdebate,Duhh
Someone should count how often Wall Street/Main Street is uttered. #tweetdebate,PinkOliveFamily
1 McCain for not saying if he agrees or disagrees w Obama #tweetdebate,starweaver
McCain earmarking is a gateway drug #tweetdebate,gminks
Retweeting @nohype #tweetdebate 1 McCain we saw these problems coming I thought the economy was fundamentally sound ( EXACTLY!!! ),damnneargenius
are the current economic problems because of out of control spending of government or because of deregulation of wallstreet #tweetdebate,Laurie2
@sarking Its all right. During the Compassion Forum I noticed how big his ears were. It was the backdrop. #debate08,kyeung808
its on now. earmarks vs. sharpies. #tweetdebate,gwfrink3
$932M dollars isnt that much compared to $700B. Sorry McCain. Dollars in Millions isnt huge anymore. #current #tweetdebate,sean 808080
@gminks what about the millions that palin got for earmarks on animal research #tweetdebate,starweaver
High Noon 2 Higher Noon. Starring John McCain. #current #debate08 #tweetdebate,nericksx
#tweetdebate +1 Obama clarifies McCains fuzzy math,FrancesFlynnTho
#tweetdebate having another beer to toast Main Street and play the debate drinking game,bmaleszyk
Did you know that on CNN todays debate is sponsored by EXXONMOBIL #TWEETDEBATE,3locina
@current #current +1 for specifics from Obama. Not hearing those from McCain.,francishopkins
Its not like you want to close the loopholes. #obama #tweetdebate,NTWhite
I heard a cough. I remember Lehrer say no noise of any kind. Dude just got hauled off by Secrert Service Im sure. #tweetdebate,TopDogVienna
Its not like you want to close the loopholes. #obama #tweetdebate,gminks
Still undecided so far. I havent seen anything yet to sway me solidly in either direction. Arent I the target constituent #tweetdebate,jas_aiken
not me i dont want to cut taxes.  at least not state taxes.  makes me an amercian.  #tweetdebate,josieg182
@litterthisheart No kidding. Come on Barack. You have common sense on your side! And good judgment!,rickmurray
The questions the moderator is asking dont make much sense  #current #tweetdebate,TopDogVienna
#tweetdebate Great question  what compromises need to be made in face of economic malaise,Carl Black
We waste so much our tax dollars it is sickening  #tweetdebate,atompkins
@current #current Good +1 Obama for healthcare. It costs me almost 600 dollars a month just for my medications!,daveevans
#tweetdebate Obama +1 for actually _having_ a plan to decrease dependence on foreign oil as opposed to McCains 1 for just talkin,trinamcd
Biodiesel may sound smart . . . needs more research. WIll cost us significantly more in fuel costs in the short run. #tweetdebate,sairy
+1 Obama we need to get rid of programs that dont work and bring in programs that are up to date #tweetdebate,emergingtech
Alternative energy yes...fix healthcare how...improve education yes yes...new infrastructure yes  #tweetdebate,chucksimmins
Oh boy. Everyone is using different hashtags for the debate. I see #Election 08 #tweetdebate and #debates08,nohype
Stop laughing Obama  #current #tweetdebate,vintagedlust
+1 McCain Soundbit its hard to reach across the aisle when you are that far left #tweetdebate,smallspark
Mccain +3 for great quote Its hard to reach across the aisle from that far from the left. #tweetdebate,TopDogVienna
Cut spending = End Irak War  #tweetdebate #current,gwfrink3
ZOMBIE MCCAIN WILL EAT YOUR FACE #tweetdebate,mizhyzy
Why did Cindy let John out of the house with that tie ... moire pattern giving me flashback. #current #tweetdebate #debate08,lindagoin
I just fell asleep for 20 seconds  #tweetdebate,josieg182
Yipe democrat litany in response to adjusted priorities in light of bailout thats 500 another 100 for thinking I believe it #tweetdebate,kpedraja
@robpierson thanks Rob!  Sometimes I wonder if anyones listening,RobSample
@mediaphyter Im with you  but its still early  30 min in  theyre both  on tonight. #tweetdebate,themurmish
@theebayk1d then we get Sarah Palin and whoever she chooses. So it may turn out even better. heh.,chucksimmins
#tweetdebate How could they KNOW what theyll have left to work with!!,gwfrink3
Google is going to sue Obama for using their name without permission. In return hell award them the spectrum they want. #tweetdebate,TopDogVienna
@marikaO8 its flashing is giving me a headache.,khammil
#tweetdebate Mccain.....spending freeze on veterans  wtf,mdenny
@current Oh snap!  Obama agrees with my Google for Government thing.  Yes!  I argue/vote for a more well designed system. #current,bmaleszyk
Great comeback obama mccains a hatchet man! #current #debate08 #tweetdebate,RobSample
#tweetdebate Lets save $ via nuclear power for 2030 thru 2040. Oops! I forgot to have kid. Wont help me.,ReubenIngber
john mccain  http//i148.photobucket.com/albums/s33/seanb1979/winningfail.jpg #tweetdebate,ddrexler
Obama +1 good to hear about the history  but is it relevant now #tweetdebate,zerostealer
can I vote on the interviewer  #current #tweetdebate,theebayk1d
@CathleenRitt your boxers tweet just was ),AntiStupidity
He got Orgy in there NICE! Yous sooo bad BO! #current #debate08 #tweetdebate,buff3r
Im sorry but it deserves a retweet Orgy of Spending. #tweetdebate,Livelifeinpeace
maverick... maverick Drink! #tweetdebate,theebayk1d
3 McCain wants no more failed strategies.  No problem those are the first to go.  #tweetdebate,gwfrink3
@current are you repeating tweets now,gregmcneilly
How does everyone think this ObamaMcCain debate is going #current #tweetdebate,ParandimeX
The CNN audience reaction crawl is distracting #tweetdebate,PODCHICKS
If youre not watching the CNN audience response chart youre missing out on the LOLs #tweetdebate,FBK
#tweetdebate +3 para Obama por restregarle en cara a McCain que la guerra de Irak empez•À_•À_•À__ antes de 2007; 1 para Obama por no decir 9/11,jasoncarini
+3 pts for McCain for saying 2 fourth of Julys ago. Couldnt you just say 2 years ago #tweetdebate,rgjo
Seriously all you obama and mccain people.  Figure out which hashtag do use. Sheesh!  #debate08 #debate #tweetdebate #current Which is it,lmvotino
oooh Im afraid Obama doesnt understand the difference between a tactic and a strategy.  McCain +2 for quotable #current #tweetdebate,soseman
@current  What is Bible Spice  Its interesting they chose to capitalize it all proper like.  #current,drmabuse
@current  I think McCain needs a sharper wit.  Sarcasm is a great weapon.  #current,kmazz
#current #tweetdebate,selil
#tweetdebate McCain + 1 for you dont say that out loud,realspacegoat
tallybon #tweetdebate,al3x
If Petreaus was McCains drinking word Id be on the floor at this point. #current  #tweetdebate #mccainshot,ehwood
I just dont understand why Obama is being dinged for being polite #tweetdebate,catawungus
@tayari Were out too here.  More liquor is required.  Alas the debate continues.,FrancesFlynnTho
@current  Why are we playing world police with the weapons instead of the media and the money  #current,ErikBoles
McCain Make Love Not War. #current #debate08 #tweetdebate,soupcan58
@current  Why arent we doing a better job  #current,marcozag
McCain is a sentimental old man. #tweetdebate #debate08 #current,wanamoka
ive got a bracelet too and then look down to read the name.  Nice OB.  #Tweetdebate,kamylynn
FOOD FIGHT!!! #current #tweetdebate,coffeemakergirl
Obama I have a bracelet too. One from a mother who doesnt want another mothers child to die.   for Obama!!! #tweetdebate #current,windley
#tweetdebate Obama +3 for CPA,foresmac
Yeah it was provocative. #Current #debate08 #tweetdebate,Imnotdave
how many times are they going to say game changer #current #tweetdebate,francishopkins
@BevJack lol silly Delta Air!,leonleaf
@jehutson CNN is monitoring a room full of undecided voters  #current #tweetdebate,DocMara
@stillgray he calls it league of democratic nations  but essentially yes  he wants to be Senator Palentine....@ la Star Wars #current,mikemadden
@current #current Oh he cant say a name .. he is looking more and more like Reagan everyday,msblog
McCain has a heart on his jawbonesee it beating! #tweetdebate #debate08,cadler
I want to know how the next president will fix the negative image the US has worldwide  #tweetdebate,martinbowling
#tweetdebate #obamashot #mccainshot my tally is 2 Obama 2McCain. we need more change we need more my friend,jstevewhite
Is Obamas when I am president of the united states getting annoying to anyone else  #tweetdebate,evolver
What was that old wisdom about keeping you enemies closer Why not at least talk to people we dont like #current #tweetdebate,vagabondproject
#tweetdebate  Did Obama just say axis of evil,glueandglitter
Leader of the league of democracies http//herocentral.com.au/blog/p=68  #tweetdebate,tdeletto
Oh well hes reserved his right. Hes secured that plan by golly. #current #debate08 #tweetdebate,jmusarra
@nericksx Thanks for the clarification. Guess I got confused.,variola
McCain Im not going to set the White House visitors schedule before Im president. I dont even have a seal yet.  #current #tweetdebate,marquesstewart
@abbyalger League is a proposed end around the UN. The future UN if you will like the UN grew out of the League of Nations #tweetdebate,martinbowling
So sitting down with someone who you disagree with to discuss the issues legitimizies their opinions #tweetdebate,cuban_dudeca
John McCain 300 Retired Generals And Admirals Endorse John McCain For President http//tinyurl.com/3t2prj #debate08 #current #tweetdebate,Heuristocrat
how can you not have diplomacy #tweetdebate,MNHeadhunter
@sarking #debate08 Sorry Johnny Mac Im more frightened of Christian fundamentalism than Muslim fundamentalism.,mattthomas
How can McCain talk about not being the old Washington if he keeps name dropping #tweetdebate,kellyrfeller
The average South Korean is three inches taller than a North Korean. Kudos #mccainshot. Great point. Wait. What #tweetdebate,strredwolf
the audience laughed. not cool! Wheres the duct tape!! #current #debate08 #tweetdebate,tdeletto
@dalbee ha!,KatieFavazza
#tweetdebate Thank goodness for DVRs I got stuck at work and missed the debate.,greenskeptic
McCains very funny.  not on purpose of course. #tweetdebate,tarheelcoxn
likes tonights vocabulary lesson. Ill definitely be incorporating fledgling and festooned into my everyday conversations. #tweetdebate,thomasjkeeley
Tom Clancy should moderate a debate for the VP picks ... that would be fun. #current #tweetdebate #debate08,Marti Lawrence
McCain is starting to babble....#tweetdebate,sylvanfae
#current #tweetdebate Carri dont forget Festoon!!!,mattt bastard
#tweetdebate is mccains mic green and obamas mic green  is that color correction,UltraNurd
@current  We need to scare the people into being more like Bill Nye than Paris Hilton.  Is that possible  #current,RobertBluey
#tweetdebate cant wait for the jibjab video on this video with the debators wearing the league tee,Imarilove
@cgritter Then if obama says hes right thats another shot (or he may be right) #debate08.,AngryLeftie
did rudy giuliani slip Jim some $ to ask the 9/11 question!! #current #debate08 #tweetdebate,etherkiller
Anyone keeping track of how many times McCain invokes 9/11 #tweetdebate,Hip_M0M
i wonder why one of the lead questions wasnt about the oncoming water crisis... #current,Mary Trigiani
#current  experience isnt everything... its about point of view,EdCates
I hate to say it but I think this one goes to McCain... #current,batasrki
McCain patronizing Obama on foreign policy experience. So last century! #tweetdebate.,drunnells
#current #debate08 @Edge32 ouch!,MrDelawareOhio
pakistan is the cause of al queda #current,michaelcanfield
Friends are worrying now about Palin in her debate next week. #current #debate08,VMDoug
Obama  No more going to Iraq go to Pakistan and Afghanistan. #current,Imarilove
There for Main Street theyre against Wall Street.  Where do they stand on Streetwalkers #current,virtuallin
daymn 60 countries Al Quada is like the Mc Donalds of terrorism! #current,Lisa VotinoTarrant
#current obama says this is the greatest country on earth,rockyMtnRajah
wondering if anyone has been swayed one way or the other after nearly 90 minutes of this back and forth #current,vanhoosear
#current #debate08 Obama wants to go into Pakistan and Afghanistan too,c4chaos
restoring Americas standing in the world is indeed important #debate08 #current,JeffLowe
#current I agree that most people will remain unchanged by debate. Usually the case. Never know though. Could be different later,Wading4U
@current  Yes I dont like feeling not respected because of the actions of others.  People are funny that way.  #current,KennyL
Obama FTW! #current,aeditor
If you notice Barack looks at McCain when he speaks but McCain writes and does other stuff when Obama talks.. McCain&PalinS.W.U #current,DanielFreedman
Thinks McCain is coming off as wonky which is great because Amurica wants a president who doesnt lecture. #current,mardods
#debate08 #current McCain did a good job of repeating the sound bite he doesnt get it. Obama did a good job and calling McCain John,miguerum
#current,bluejack
I expect Andrew Sullivan to really turn up the heat on Sarah Palin after this debate. #current,daveevans
if McCain uses he doesnt understand Obama needs to use he doesnt get it #current,vanhoosear
i wonder exactly how many times mccain has said he doesnt understand #current,Frazell
#current Withdrawal from Iraq. It needs to happen.,smheadhunter
McC says weve had fragile success and fragile sacrifice I had no idea that war was so delicate.  #current,barbaranixon
#tweetdebate FYI there are many individual tweeters who are not using the hash tags so kinda like the various private parties going on,PinkOliveFamily
#current i think this is a dead heat. unfortunately i also think mccain is crazy. but he just might win. then we get palin too.  scary.,lumatts
Obama So this Main Street and middleclass angle  What happened after 20 minutes  #current,kdpaine
should be bet McCain will somehow push for having the last word in the debate..odds anyone #current #debate08,elaineschoch
We need to fix our house before we help fix everyone elses...maybe we should stop fixing everyone elses first. #current,emergingtech
So Obama went to Harvard.  Big deal.  #current #debate08,ralphpoole
#current I bet Bin Ladin won hide and go seek every time in preschool,GRGonzo
Obama just said we must use taxdollars to spend our way to national security...huh #current #debate08,TopDogVienna
#debate08 #current #debate08,ralphpoole
#current #debate08 #tweetdebate WTF  we can leave until we win in Iraq This is not a football game. How do we know when we win,daveevans
Hm no mention of Darfur interesting....#current,fritzpw
We need Obama. #current,ch3ryl
miss congeniality needs some rogaine #current,naum
@litterthisheart Well Id really like to know. This is my husbands first deployment. Others are on their FIFTH. How many more #debate08,JeffLowe
#current Sen O next pres needs BROADER strategic vision of ALL challenges we face.,headovmetal
Id love to see what McCains been writing all night. President John McCain <3 #current,bmaleszyk
Admittedly were spending $10 billion a month but some of that is going to our economy (contractors). #current #debate08,chucksimmins
#current mcCain I am old.,starweaver
#current Jim has freaky eyes...,themurmish
#current No one who is posting here knows what theyre talking about. This is an undecided debate where whoever wins we all lose.,sara_mc
@cgritter Oh I gave up! If I kept playing Id have to be carried upstairs when this is done!!,bluejack
McCain wants to talk about judgment Which one supported invading Iraq again #current,Doyle Albee
wonder if McCain will revise his (premature)Internet ad that says mcCain wins debate! #current,kyeung808
Barack just ROFLed on McCain!#current,JeffLowe
#debate08 next president needs to have a strategic vision pinocchiobama #debate08 #current,PinkOliveFamily
Theres a good reason for that @lifestudent83. #current,kyeung808
Srsly! Comparing Obama to BUSH #current,bluejack
He says he has been apart of ...stop...we keep making the same mistakes. #current,jblanchard87
#current Its subjectiveeach side thinks they are gaining it aint over til its over http//tinyurl.com/4lzdmr,selil
@jaymesiemer absolutely he does!!! #debate08 #current,3locina
Flap is enjoying the thread of lefties hurling ad hominem and ageist comments about McCain #current #debate08,jeffalford
@sarking #debate08 I want Obama to ask Sen. McCain do you think America is better off than it was eight years ago,rebot
Barack Obama DEBATE REALITY CHECK THE SURGE http//tinyurl.com/5yvuw6 #debate08 #current #tweetdebate,freshpaint
#current comparing Obama and Bush! NO comparison!,cherryiscream
#current The Surge is the new POW reference,akohler
Barack Obama DEBATE REALITY CHECK MEETING WITH FOREIGN LEADERS http//tinyurl.com/4juuxm #debate08 #current #tweetdebate,Ragnar808
Compared Obama to Bush! damn       #current,Wading4U
Meter goes way down every time McCain goes negative. Am I actually starting to regain faith in American people #current,CarriBugbee
#current If JC loves them why didnt he vote for the GI Bill http//tinyurl.com/3jm2m5,BarbaraKB
Moderator please do not let me sleep for more than two minutes. #current,PatrickRuffini
Did mccain just compare Obama to Bush#current,CaponeX
#current McPain I dont need onthejob training. Im ready to go at it right now.,jessbruder
oh obama just lost..  he said kenya.. #current,daltonsbriefs
Grandpa loves us and will take care of us until its time to go die and not get paid for it. #debate08 #current,PatrickRuffini
...why arent my #current #debate08 not working,MediaLizzy
Obama needs to point out McCains votes against vets and VA issues  #current #debate08,ralphpoole
#current CNNs reaction tracker takes noticeable dip even from REP side when mccain talks,TheMacG33k
love obamas closing remarks #current,LukaIsntLuka
#current wonder if we should have gone to Iraq see where in the world is osama bin laden locals say we played to al qaedas plan by invd,Trano
POW GUYS CUE THE DRINKS #current,LittleBill
Stop being so concerned with security. He who sacrifices freedom for security deserves neither. (Ben. Franklin) #current,ralphpoole
Send a message to the world. #current,DLB777
That spittle spot on Obamas lower lip is distracting #current,drbarb
#current When I got home from prision... blah.,frijole
In 2007 875000 NONViolent Marijuana offenders were arrested & imprisoned. Nearly 2x the combined arrest of ALL violent offenders! #current,Argon18
#current You go Obama show America how good ideas hold up better then pointless stories,schrodingercat
McCain is Mr.Scary talking about the past but we are curious about the future #current,piyook
#current Ohhhh saved the prison mention for the end!,EndTheRoboCalls
I dont know. Im underwhelmed. #current,orbitaldiamonds
@theebayk1d well a president should have the ability to respect the country...,janoss
Cant wait for Palin/Biden  that will rock. #current,dv.
@BarbaraKB totally wish I had #current ( suddenlink FAIL! watched on MSNBC and followed on twitter #current #tweetdebate,BrianMcAlister
Why are the religious right not voting for Obama If they think he is the second coming of Jesus Vote for him!!!!! #current,andreamercado
#tweetdebate Go vote at http//www.drudgereport.com/ on who you think won. I think Obama nailed it.,Kate
Obama is wearing a flag lapel and mccain isnt! What will rove say about that #current,tallswedishguy
Watching the #current stream seems like the feelings on who won are a bit mixed but leaning to Obamas side. Interesting. #debate08,sairy
Thank God this shamfuckery is over. Now for the analysis. Where is my man Paul Begala #debate08 #current,joebuddejr
rt @menand McCain doesnt believe that Obama has the experience  but he believes that Palin does #current #debate08,vanhoosear
McCain kicked Obama butt  #current,damnneargenius
And the fact checkers are already hammering McCain.. dang that was fast. #current #debate08,smheadhunter
Prison=President quality...#current,barbaranixon
did you see that  McCain just decked Obama in the face and ran off stage! #current,c4chaos
Obama Karate chop his ass! #current,rtkmusic
#current Obama definitely won McCain just has sound bytes and stories from the 40s,sawinkler
twitter your sexy #current,davidweiner
@ewka who votes AGAINST the veterans.....Walter Reed is the real disgrace  disabled vetrans are treated like shit in US #current,evolver
retweet @geekmum ...What do you say we all vote for McCain as Miss Congeniality!!! great idea! #tweetdebate,RyuPlasticTree
#joshuaduffy McCain is telling the truth Obama doesnt know the truth. #current,elbirdman
McCain likes to name drop declare that he knows everyone and tell stories. Yawn. #current,daltonsbriefs
OK so which campaign is going to scream the loudest that they won  And how can we cut through the spin #debate08 #current,ReubenIngber
#current Watching the folk on Twitter say how *clearly* the candidate they like best won the debate. D,Twana_S
#debate obama gana puntos en econom•À_•À_•À__a rusia. Pero en el aspecto de seguridad ambos candidatos ignoraron a Am•À_•À_•À_rica Latina #current,MattHurst
@monaism father geppetto hee hee good call #current,Jillith
#debate08 LOL @ alpha_park,laughterkey
still drinking for the same words in the commentary is this round 2 oh snap. apprec referrals to the heaviest drinking channels #debate08,vanmaanen
anyone else notice theyre both lefties #debate08,martinbowling
#debate08 and like that im out for friday night but thanks for making it interesting @election.twitter.com,srikan2
Obama Comm Dir Robert Gibbs is doing a great job of sticking to game plan when you get stumped on a question just blame Bush #debate08,mshiltonj
@bjlayland telling the truth about what how he uses his POW status yet isnt doing anything to help current vets disabled vets #current,bratta
#debate08 both did ok no home run for anyone biggest problem is debate format sets up typical rhetoric,jstevewhite
watching the debate and the #debate08 twitter commentary about it at the same time is an interesting (and very amusing) experience,prgully
#debate08 Cindy McCain as a real Caprica Six Just sayin...,CarriBugbee
Debate wrapup MSNBC NBC in the Obama tank.  Fox McCain.  CNN ABC showing some objectivity.  #current #debate08,QueenMayhem
McCain  FTW!!! #debate08,CarriBugbee
@janoss no but  politically speaking  it was good to see that Rove was absent,Graham Richards
stats say Obama 44 McCain 22 People of substance FTW! #current,EdLRoberts
Deletionpedia #InfoMedia LOVE LOVE LOVE #current,chelseamarti
Did the Fox news commentators and I just watch the same debate #debate08,freauwaru
#debate08 @EndTheRoboCalls heh thats why he appointed a woman whose FP exprience is seeing Russia from her shore,Just_A_Grunt
I knew he would bring up his POW experience.  No disrespect  but if that is all it takes theres plenty of POWs in Guantanamo. #current,dcjams
Breaking news McCain campaign thinks he won #debate08. So far Obama has not yet declared victory but thats surely coming.,lindagoin
#debate08 why do US americans see everything as a sport Its like the Debate was a match live is much more analogue and organic than that,CarriBugbee
#debate08 Obama got first question McCain all other 7,etherkiller
#current HEY JIM I AM OVER HERE. please look at me when you talk.,nukirk
McCain very firm and strong.. Obama say john is right... Bennet CNN #current #debate08,jessemarble
#debate08 It was a total draw. I felt no more or less supportive of either of them after all of that.,VizionQuest
there was the last one 2nd place presidential candidate  John Kerry #debate08,LipstickVP
@Flap lol your conclusions amuse me #debate08,arielleholland
Did anyone switch sides I know I didnt  #debate08,ferret67
CIRAME   #debate08 Debate WinnersMcCainGeneral David Petraeus and Nuclear Waste.,aeditor
Ah well first debate behind us.  Cant wait for President Palin next week. #debate08,FrancesFlynnTho
@Marti_L Keep in mind the GOP people thought McCain would clobber Obama. Obama was able to keep up. #debate08,gacman57
#debate08 Yeah why is it Biden vs. Guilani in the NBC after shock,pambuda
Fox calls it for McCain! In other news snow is cold! #debate08,trending
@BarbaraKB Who ever claimed that Watching #current is good I saw debate on ABC,CarriBugbee
#debate08 The CNN talking heads seem to give an edge to Obama. Im not so sure. I thought Obama needed a knockout punch. Didnt happen.,davidweiner
commentator cant quote a line thats cuz he wasnt tweeting!  spending orgy was my fave; you  #current,SukiFuller
Bring on the spin #Debate08,megkroeplin
Even after 40 minutes on the topic I still didnt get the sense of gravitas necessary for the debt crisis. #current,Wading4U
Peaceout 4sho this time.  ParandimeX  is out<completely narcisistic lol #current,Mary Trigiani
#debate08 Experience vs. Judgement. I want the next President to have AND USE better judgement. Its obvious to me that our govt...,CarriBugbee
You mean the washed up and discredited Bill Bennett #current,KennyL
Joe Biden is responding on NBC... Wonder if the Reps will risk putting Palin on #current,gminks
The LHC may not have sucked the world into a black hole but Im less assured of the result when Palin debates next week #tweetdebate,geekmum
#current Guess you gotta watch one of the big 3 for the big interviews. Biden on NBC. John has no notion what to do now surge is over.,bevbarnett
#debate08 listening to wrap up,mardods
McCain has more knowledge on international issues but Im still voting for Obama. #current,indiekid
#debate08 Obama needs to focus on a single message  he raised to many good points. Keep it simple keep it repetitive.  Marketing sells.,ch3ryl
Ok Harold Ford coming on.  Time to stop watching and make a drink.  TGIF!  #debate08,FrancesFlynnTho
#debate08 For a debate in McCains wheelhouse its really bizarre that McCain couldnt look his opponent in the eye.  Bizarre.,newmaya
#debate08 Biden vs. Guilani in the NBC after shock  where is Palin... Palin declined and the GOP offered Guilani.,DOWNSOKC
#debate08 #current Barr...it calls for more transparency.,jbushnell
#debate08 i guess im the only one in the bar who wants to hear the silver foxs opiniondont let them silence you coop!!,bhendu
@israelpattison declared Obama as the Nov. 4th winner that is #debate08,Darnell Clayton
We need to identify differences and then have them debate very specific issues #current,themurmish
I dont think there was a clear winnerI think each persons personal opinion will dictate who they think the won #current #tweetdebate,jennyberg
#debate08 is the place to be. twitters made the leap its more irc now than blog.,vanmaanen
Post Debate wrapup 1am on MSNBC with Rachel Maddow #current,jcstearns
I love how people are already misquoting the candidates #Debate08,photopro1
Okay I love Major Garrett. Casablanca reference!!! Shocked #debate #current Now... time for http//www.citizensugar.com/2095396,orbitaldiamonds
@israelpattison McCain declared for McCain before I woke up this morning. #debate08,divesnob
@Condoulo my sense tells me you desperate like McCain and just attacking Obama,catonpot
#current Guilliani Sen O made it clear that he was going to be a big spender. McCain had aggressive program for cutting spending.,buzztter_en
#debate08 Giuliani over Palin for post debate spin  Good call GOP.,ArlenDarlin
@lfamous I tweeted earlier that I was looking for the fact check back channel. That would be even better. #current #debate08,yesmagazine
@Populista It wasnt just you. #debate08,BigToys
#debate08 #current Russian television is here interviewing Bob Barr ... cool...,1god
Alex Castellanos a tie is a win for McCain (spin spin sugar!) #current,tomdog
#debate08 Okay Twitter. Most of you have your candidate. There is a spectrum it is not merely just awfulorawesome!,aremsan
